"","cluster_psnuuid","operatingunit","psnu","psnuuid","fy17snuprioritization","cluster_psnu","cluster_snu1","cluster_fy17snuprioritization","cluster_set","cluster_submitter","cluster_date","uid"
"122","mj8vc80DZnW","Democratic Republic of the Congo","Kilwa","mLfokzGSDJb","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"123","mj8vc80DZnW","Democratic Republic of the Congo","Kipushi","pCODWiMvHX4","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"124","mj8vc80DZnW","Democratic Republic of the Congo","Likasi","PgK6EwJ52Ji","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"125","mj8vc80DZnW","Democratic Republic of the Congo","Mufunga-Sampwe","sDKxk72Fmkh","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"126","mj8vc80DZnW","Democratic Republic of the Congo","Panda","ItLFN5k82Cs","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"127","mj8vc80DZnW","Democratic Republic of the Congo","Pweto","HklkyYEG7Gv","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"128","mj8vc80DZnW","Democratic Republic of the Congo","Sakania","kloe3J4FH0k","4 - Sustained","Haut-Katanga Sustained","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","gjLfZvyF7bB"
"129","mKdOqXYiqyN","Tanzania","Bagamoyo DC","mKdOqXYiqyN","2 - Scale-Up: Aggressive","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"130","mKdOqXYiqyN","Tanzania","Ilala MC","X084f2qVlrB","1 - Scale-Up: Saturation","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"131","mKdOqXYiqyN","Tanzania","Kibaha DC","nFummeSIBwK","4 - Sustained","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"132","mKdOqXYiqyN","Tanzania","Kibaha TC","v4aut8CAD4C","1 - Scale-Up: Saturation","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"133","mKdOqXYiqyN","Tanzania","Kinondoni MC","YyHBXHmKukB","1 - Scale-Up: Saturation","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"134","mKdOqXYiqyN","Tanzania","Kisarawe DC","orLfqj8fpz8","4 - Sustained","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"135","mKdOqXYiqyN","Tanzania","Mkuranga DC","vDynT512Lhs","2 - Scale-Up: Aggressive","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"136","mKdOqXYiqyN","Tanzania","Temeke MC","rtBnaP4CaLe","1 - Scale-Up: Saturation","Dar es Salaam-Bagamoyo-Kisarawe-Kibaha-Mkuranga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","TTwEtXjynKm"
"137","Ml7XhDDDSxr","Democratic Republic of the Congo","Bandalungwa","Ml7XhDDDSxr","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"138","Ml7XhDDDSxr","Democratic Republic of the Congo","Binza-Meteo","hmiqnsA1RHG","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"139","Ml7XhDDDSxr","Democratic Republic of the Congo","Binza-Ozone","PBd3TB3n1Df","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"140","Ml7XhDDDSxr","Democratic Republic of the Congo","Kinshasa","hKlzgWdCBWT","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"141","Ml7XhDDDSxr","Democratic Republic of the Congo","Limete","grhcb3NRDtA","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"142","Ml7XhDDDSxr","Democratic Republic of the Congo","Lingwala","u380fHid3Gr","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"143","Ml7XhDDDSxr","Democratic Republic of the Congo","Matete","X8eXmYHQXAB","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"144","Ml7XhDDDSxr","Democratic Republic of the Congo","Mont-Ngafula 1","WoBCQgvIkTL","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"145","Ml7XhDDDSxr","Democratic Republic of the Congo","Ngaba","ZJ1ngXCyNVm","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"146","Ml7XhDDDSxr","Democratic Republic of the Congo","Nsele","UsUtCapznDy","4 - Sustained","Kinshasa Sustained Cluster","[NOT DEFINED]","4 - Sustained",1,"L.Tally","1/25/2017","hc62JhEPqFV"
"147","NUNNhuEIKSi","Namibia","Oshakati","NUNNhuEIKSi","1 - Scale-Up: Saturation","Oshakati-Ondangwa Cluster","[Clustered]","[NOT DEFINED]",1,"A.Wolkin","2/3/2017","lrJ3hz10QHw"
"148","NUNNhuEIKSi","Namibia","Ondangwa","na0001","na","Oshakati-Ondangwa Cluster","[Clustered]","[NOT DEFINED]",1,"A.Wolkin","2/3/2017","lrJ3hz10QHw"
"149","ONYuNfx7Zx8","Uganda","Kabarole District","ONYuNfx7Zx8","1 - Scale-Up: Saturation","Kabarole Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","uNRtHl9AWqi"
"150","ONYuNfx7Zx8","Uganda","Kyenjojo District","uzmvGujZv2K","2 - Scale-Up: Aggressive","Kabarole Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","uNRtHl9AWqi"
"151","ONYuNfx7Zx8","Uganda","Kamwenge District","oSleoOgcMmJ","2 - Scale-Up: Aggressive","Kabarole Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","uNRtHl9AWqi"
"152","ONYuNfx7Zx8","Uganda","Ntoroko District","H2TYawpBDO9","2 - Scale-Up: Aggressive","Kabarole Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","uNRtHl9AWqi"
"153","OSrBvFsAtYz","Mozambique","Kamavota","OSrBvFsAtYz","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"154","OSrBvFsAtYz","Mozambique","Kamaxakeni","IYDPRaPGDFu","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"155","OSrBvFsAtYz","Mozambique","Kampfumu","oMVRVkQ4d6Q","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"156","OSrBvFsAtYz","Mozambique","Kamubukwana","itceRrMEAiB","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"157","OSrBvFsAtYz","Mozambique","Kanyaka","TiaX55M0Ca2","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"158","OSrBvFsAtYz","Mozambique","Katembe","xHmtcBy8x0o","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"159","OSrBvFsAtYz","Mozambique","Nlhamankulu","Pw3doHDr3sw","1 - Scale-Up: Saturation","Maputo City Cluster","[Clustered]","1 - Scale-Up: Saturation",1,"C.Hill","1/17/2017","QlXwk1QCvyK"
"160","PFrXwIUcE6K","Tanzania","Tabora MC","PFrXwIUcE6K","2 - Scale-Up: Aggressive","Tabora-Uyui Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","QhklyJpHULC"
"161","PFrXwIUcE6K","Tanzania","Uyui DC","BG5sXQyiGAc","2 - Scale-Up: Aggressive","Tabora-Uyui Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","QhklyJpHULC"
"162","Q888YZfi0NN","Tanzania","Bumbuli DC","Q888YZfi0NN","4 - Sustained","Lushoto Cluster","[Clustered]","4 - Sustained",1,"N.Solehdin","1/17/2017","ofbZsGoBr7K"
"163","Q888YZfi0NN","Tanzania","Lushoto DC","sHvr0FGWAUI","4 - Sustained","Lushoto Cluster","[Clustered]","4 - Sustained",1,"N.Solehdin","1/17/2017","ofbZsGoBr7K"
"164","qBnATrM2yWb","Uganda","Mbarara District","qBnATrM2yWb","1 - Scale-Up: Saturation","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"165","qBnATrM2yWb","Uganda","Kiruhura District","z2Hf7UvjJGf","2 - Scale-Up: Aggressive","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"166","qBnATrM2yWb","Uganda","Sheema District","AUQrr5i5UwN","1 - Scale-Up: Saturation","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"167","qBnATrM2yWb","Uganda","Buhweju District","CRf8LcPIIol","4 - Sustained","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"168","qBnATrM2yWb","Uganda","Ibanda District","PNg9TjYhMHF","2 - Scale-Up: Aggressive","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"169","qBnATrM2yWb","Uganda","Ntungamo District","AuSNxhrQO7b","2 - Scale-Up: Aggressive","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"170","qBnATrM2yWb","Uganda","Bushenyi District","cb9SBT9Dkul","1 - Scale-Up: Saturation","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"171","qBnATrM2yWb","Uganda","Mitooma District","oWQXNhdnVWe","2 - Scale-Up: Aggressive","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"172","qBnATrM2yWb","Uganda","Rubirizi District","wCtC32IBgsy","4 - Sustained","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"173","qBnATrM2yWb","Uganda","Rukungiri District","SUzUiosYLZd","1 - Scale-Up: Saturation","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"174","qBnATrM2yWb","Uganda","Kanungu District","BZK6tOqdyJK","2 - Scale-Up: Aggressive","Mbarara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","cy4zGsLakAK"
"175","RltHtwb3yOs","Tanzania","Kigoma DC","RltHtwb3yOs","4 - Sustained","Kigoma Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","U5BvLaxPrhz"
"176","RltHtwb3yOs","Tanzania","Kigoma Ujiji MC","G08ogemsYzp","2 - Scale-Up: Aggressive","Kigoma Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","U5BvLaxPrhz"
"177","rw6jhJfCbOz","Tanzania","Kasulu DC","rw6jhJfCbOz","4 - Sustained","Kasulu Cluster","[Clustered]","4 - Sustained",1,"N.Solehdin","1/17/2017","YrG3102I9eP"
"178","rw6jhJfCbOz","Tanzania","Kasulu TC","NcKPF2NzcgG","4 - Sustained","Kasulu Cluster","[Clustered]","4 - Sustained",1,"N.Solehdin","1/17/2017","YrG3102I9eP"
"179","SBBOHilirRD","Tanzania","Korogwe DC","SBBOHilirRD","4 - Sustained","Korogwe Cluster","[Clustered]","4 - Sustained",1,"N.Solehdin","1/17/2017","C9MH3YaehSf"
"180","SBBOHilirRD","Tanzania","Korogwe TC","qLs3Wo6g1N7","4 - Sustained","Korogwe Cluster","[Clustered]","4 - Sustained",1,"N.Solehdin","1/17/2017","C9MH3YaehSf"
"181","sGtdmRkxjoq","Tanzania","Mkinga DC","sGtdmRkxjoq","4 - Sustained","Tanga-Pangani-Muheza-Mkinga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","KKT4FVjQdqf"
"182","sGtdmRkxjoq","Tanzania","Muheza DC","TGM4xs5LMyc","4 - Sustained","Tanga-Pangani-Muheza-Mkinga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","KKT4FVjQdqf"
"183","sGtdmRkxjoq","Tanzania","Pangani DC","kSQrEY8a2Ka","4 - Sustained","Tanga-Pangani-Muheza-Mkinga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","KKT4FVjQdqf"
"184","sGtdmRkxjoq","Tanzania","Tanga CC","JEao7mAIwRc","1 - Scale-Up: Saturation","Tanga-Pangani-Muheza-Mkinga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","KKT4FVjQdqf"
"185","sVmb2FInHpI","Uganda","Lira District","sVmb2FInHpI","1 - Scale-Up: Saturation","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"186","sVmb2FInHpI","Uganda","Kole District","sOvyWDakEpr","2 - Scale-Up: Aggressive","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"187","sVmb2FInHpI","Uganda","Otuke District","bliiq8a0ZMa","4 - Sustained","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"188","sVmb2FInHpI","Uganda","Alebtong District","D6upnSGqMuH","4 - Sustained","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"189","sVmb2FInHpI","Uganda","Dokolo District","G7b1qt8AWXX","1 - Scale-Up: Saturation","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"190","sVmb2FInHpI","Uganda","Amolatar District","goAaVw5euIo","4 - Sustained","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"191","sVmb2FInHpI","Uganda","Apac District","HDDanYisp0p","2 - Scale-Up: Aggressive","Lira Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","VHAOCcqTsRy"
"192","SxuWL8y7s0h","Tanzania","Iringa DC","SxuWL8y7s0h","2 - Scale-Up: Aggressive","Iringa-Kilolo Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","al2bzd5wVQh"
"193","SxuWL8y7s0h","Tanzania","Iringa MC","uHbIOtn8uNS","1 - Scale-Up: Saturation","Iringa-Kilolo Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","al2bzd5wVQh"
"194","SxuWL8y7s0h","Tanzania","Kilolo DC","HeFt4nH6lFL","2 - Scale-Up: Aggressive","Iringa-Kilolo Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","al2bzd5wVQh"
"195","tMliWxidVmG","Uganda","Gulu District","tMliWxidVmG","1 - Scale-Up: Saturation","Gulu Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","Y4cWTtY5ZQa"
"196","tMliWxidVmG","Uganda","Nwoya District","vd1oDNwAfsr","4 - Sustained","Gulu Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","Y4cWTtY5ZQa"
"197","tMliWxidVmG","Uganda","Lamwo District","vG7S9jJp8I1","4 - Sustained","Gulu Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","Y4cWTtY5ZQa"
"198","tMliWxidVmG","Uganda","Pader District","jwkn9GjFWAw","5 - Centrally Supported","Gulu Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","Y4cWTtY5ZQa"
"199","tMliWxidVmG","Uganda","Amuru District","LehfgDTxQgE","4 - Sustained","Gulu Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","Y4cWTtY5ZQa"
"200","tuBMCugGRaW","Rwanda","Gasabo","DNl04xA5EHw","","Kigali City","[Clustered]","[NOT DEFINED]",1,"A.Radin","3/9/2017","LI6JjXmNq2p"
"201","tuBMCugGRaW","Rwanda","Nyarugenge","jTVZDjqTZMd","","Kigali City","[Clustered]","[NOT DEFINED]",1,"A.Radin","3/9/2017","LI6JjXmNq2p"
"202","tuBMCugGRaW","Rwanda","Kicukiro","GFHwILhoJZm","","Kigali City","[Clustered]","[NOT DEFINED]",1,"A.Radin","3/9/2017","LI6JjXmNq2p"
"203","U5duvbj7rlb","Uganda","Wakiso District","U5duvbj7rlb","2 - Scale-Up: Aggressive","Kampala Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","t9FJMGUNsut"
"204","U5duvbj7rlb","Uganda","Kampala District","VZF9UFmohwY","1 - Scale-Up: Saturation","Kampala Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","t9FJMGUNsut"
"205","U5duvbj7rlb","Uganda","Mukono District","ofADu4tfYGx","2 - Scale-Up: Aggressive","Kampala Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","t9FJMGUNsut"
"206","UUsTAU2gBGi","Tanzania","Mtwara DC","UUsTAU2gBGi","4 - Sustained","Mtwara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","vKTjCe0qOIZ"
"207","UUsTAU2gBGi","Tanzania","Mtwara Mikindani MC","umEnbNJtWtC","4 - Sustained","Mtwara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","vKTjCe0qOIZ"
"208","UUsTAU2gBGi","Tanzania","Nanyumba TC","bLRYxtb8oKx","4 - Sustained","Mtwara Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","vKTjCe0qOIZ"
"209","uWLJVNg0Cxm","Tanzania","Kishapu DC","uWLJVNg0Cxm","1 - Scale-Up: Saturation","Shinyanga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","efuAPMeIaOL"
"210","uWLJVNg0Cxm","Tanzania","Shinyanga DC","aW2XJGy2NZk","2 - Scale-Up: Aggressive","Shinyanga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","efuAPMeIaOL"
"211","uWLJVNg0Cxm","Tanzania","Shinyanga MC","NLaq6KMNwa4","1 - Scale-Up: Saturation","Shinyanga Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","efuAPMeIaOL"
"212","vAuW6hf6KGW","Tanzania","Mpanda DC","vAuW6hf6KGW","4 - Sustained","Mpanda Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","fZt0fRsIOFE"
"213","vAuW6hf6KGW","Tanzania","Mpanda TC","sHTZH3Q9xlL","2 - Scale-Up: Aggressive","Mpanda Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","fZt0fRsIOFE"
"214","VB7am4futjm","Botswana","Gaborone District","VB7am4futjm","2 - Scale-Up: Aggressive","Greater Gabarone Cluster","[Clustered]","2 - Scale-Up: Aggressive",1,"J. Rofenbender","1/9/2017","tw84UcnXKLe"
"215","VB7am4futjm","Botswana","Kgatleng District","yNcvm7JYBfi","2 - Scale-Up: Aggressive","Greater Gabarone Cluster","[Clustered]","2 - Scale-Up: Aggressive",1,"J. Rofenbender","1/9/2017","tw84UcnXKLe"
"216","VB7am4futjm","Botswana","Kweneng East District","Uz8LWtC0vYF","2 - Scale-Up: Aggressive","Greater Gabarone Cluster","[Clustered]","2 - Scale-Up: Aggressive",1,"J. Rofenbender","1/9/2017","tw84UcnXKLe"
"217","VB7am4futjm","Botswana","South East District","YksWHI1yLuv","2 - Scale-Up: Aggressive","Greater Gabarone Cluster","[Clustered]","2 - Scale-Up: Aggressive",1,"J. Rofenbender","1/9/2017","tw84UcnXKLe"
"218","vBmzQj5y81A","Tanzania","Makambako TC","vBmzQj5y81A","1 - Scale-Up: Saturation","Njombe Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","EALMWf5HkKB"
"219","vBmzQj5y81A","Tanzania","Njombe DC","zLJGUZcLjAt","2 - Scale-Up: Aggressive","Njombe Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","EALMWf5HkKB"
"220","vBmzQj5y81A","Tanzania","Njombe TC","egae42w1g2E","1 - Scale-Up: Saturation","Njombe Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","EALMWf5HkKB"
"221","vBmzQj5y81A","Tanzania","Wanging'ombe DC","YLzPUD9clds","2 - Scale-Up: Aggressive","Njombe Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","EALMWf5HkKB"
"222","vewKgey8sOW","Cameroon","Deido","wE76sY8tY19","2 - Scale-Up: Aggressive","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"223","vewKgey8sOW","Cameroon","Cite de Palmiers","rjDWLPMhaY0","4 - Sustained","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"224","vewKgey8sOW","Cameroon","Nylon","AW764lDxjdr","4 - Sustained","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"225","vewKgey8sOW","Cameroon","Bonnassama","dWexWkTwCVe","4 - Sustained","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"226","vewKgey8sOW","Cameroon","New Bell","k7lIVnxWbm7","4 - Sustained","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"227","vewKgey8sOW","Cameroon","Logbaba","ZGqUbMqrxSK","4 - Sustained","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"228","vewKgey8sOW","Cameroon","Mbangue","bIoxP4GA2JE","4 - Sustained","Doula Cluster","[Clustered]","[NOT DEFINED]",1,"S.Ally","1/17/2017","CVIXhJzw3O1"
"229","WpCOOhK9N1f","Tanzania","Busokelo DC","WpCOOhK9N1f","4 - Sustained","Mbeya Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","rb9SXIodZ8N"
"230","WpCOOhK9N1f","Tanzania","Mbarali DC","olUCraJY2gF","1 - Scale-Up: Saturation","Mbeya Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","rb9SXIodZ8N"
"231","WpCOOhK9N1f","Tanzania","Mbeya CC","D3hgNLc7wl6","1 - Scale-Up: Saturation","Mbeya Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","rb9SXIodZ8N"
"232","WpCOOhK9N1f","Tanzania","Mbeya DC","tXYiT9KX7zA","1 - Scale-Up: Saturation","Mbeya Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","rb9SXIodZ8N"
"233","WpCOOhK9N1f","Tanzania","Rungwe DC","u6JIzCOdBJ6","1 - Scale-Up: Saturation","Mbeya Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","rb9SXIodZ8N"
"234","yCVI5WlzkF0","Uganda","Soroti District","yCVI5WlzkF0","1 - Scale-Up: Saturation","Soroti Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","dyJ85ANmQkp"
"235","yCVI5WlzkF0","Uganda","Amuria District","kyxzmUPEuDx","4 - Sustained","Soroti Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","dyJ85ANmQkp"
"236","yCVI5WlzkF0","Uganda","Kaberamaido District","hcORKLsjQcP","4 - Sustained","Soroti Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","dyJ85ANmQkp"
"237","yCVI5WlzkF0","Uganda","Serere District","aaBbWMyFu8Q","4 - Sustained","Soroti Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","dyJ85ANmQkp"
"238","yCVI5WlzkF0","Uganda","Ngora District","zBtTOW32g52","4 - Sustained","Soroti Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","dyJ85ANmQkp"
"239","yCVI5WlzkF0","Uganda","Katakwi District","AUY4rGf5rCC","2 - Scale-Up: Aggressive","Soroti Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/23/2017","dyJ85ANmQkp"
"240","yOhFCpn5sYb","Tanzania","Kahama TC","yOhFCpn5sYb","1 - Scale-Up: Saturation","Kahama Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","QV86hslTSH4"
"241","yOhFCpn5sYb","Tanzania","Msalala DC","IEMuUwn38il","2 - Scale-Up: Aggressive","Kahama Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","QV86hslTSH4"
"242","yOhFCpn5sYb","Tanzania","Ushetu DC","zU1Wnw8m86P","2 - Scale-Up: Aggressive","Kahama Cluster","[Clustered]","[NOT DEFINED]",1,"N.Solehdin","1/17/2017","QV86hslTSH4"
"243","ywrW3s6hdK0","Rwanda","Gicumbi","yXSoIp3pm8h","","North","[Clustered]","[NOT DEFINED]",1,"A.Radin","3/9/2017","OILdJuiYqkv"
"244","ywrW3s6hdK0","Rwanda","Musanze","GnnUDzkZG5J","","North","[Clustered]","[NOT DEFINED]",1,"A.Radin","3/9/2017","OILdJuiYqkv"
